Date,Rank,Title,gross,theaters,per_theater,total_gross,Genres,Original Language,Director,Release Date (Theator),Runtime,Distributor,Prod Co.,Box Office (Gross USA)
2020/12/18,-,The Forgotten Carols,"$63,387",45,"$1,409","$491,449","Music, Kids & family, Musical",English,Christy Summerhays,"Nov 20, 2020",2h 10m,Purdie Distribution,Shining Star Entertainment,
2020/12/18,-,Always & Forever,"$21,272",4,"$5,318","$111,190",Romance,English,Kevin Connor,,1h 26m,,Larry Levinson Productions,
2020/12/18,-,Hunter Hunter,"$17,748",30,$592,"$17,748","Horror, Mystery & thriller",English,Shawn Linden,"Dec 18, 2020",1h 33m,IFC Midnight,"Julijette, Particular Crowd, MarVista Entertainment",$32.2K
2020/12/18,-,Archenemy,"$13,989",66,$212,"$85,825","Action, Mystery & thriller",English,Adam Egypt Mortimer,"Dec 11, 2020",1h 30m,RLJE Films,"Almost Never Films Inc., Metrol Technology, SpectreVision, Legion M, Head Gear Films, 3:59",$119.4K
2020/12/18,-,The Last Vermeer,"$9,422",76,$124,"$685,380",Drama,English,Dan Friedkin,"Nov 20, 2020",1h 57m,TriStar Pictures,"Imperative Entertainment, NL Film",$682.3K
2020/12/18,-,The New Mutants,"$3,483",52,$67,"$23,852,494","Fantasy, Horror",English,Josh Boone,"Aug 28, 2020",1h 34m,20th Century Studios,"Sunswept Entertainment, Kinberg Genre",$23.9M
2020/12/18,-,The Empty Man,"$2,148",80,$27,"$2,992,678","Horror, Mystery & thriller",English,David Prior,"Oct 23, 2020",2h 17m,20th Century Studios,"Boom! Studios, Out of Africa Entertainment",$3.0M
2020/12/25,1,Wonder Woman 1984,"$23,009,311","2,151","$10,697","$23,009,311","Action, Adventure, Fantasy",English,Patty Jenkins,"Dec 25, 2020",2h 31m,Warner Bros. Pictures,"The Stone Quarry, Atlas Entertainment, DC Entertainment, DC Comics, Warner Bros.",$46.5M
2020/12/25,-,The Croods: A New Age,"$3,717,540","1,726","$2,154","$32,334,280","Kids & family, Comedy, Adventure, Animation",English,Joel Crawford,"Nov 25, 2020",1h 35m,Universal Pictures,DreamWorks Animation,$58.5M
2020/12/25,-,News of the World,"$3,717,170","1,900","$1,956","$3,717,170","Western, Adventure, Drama",English,Paul Greengrass,"Dec 25, 2020",1h 58m,Universal Pictures,"Universal Pictures, Perfect World Pictures, Pretty Pictures, Playtone Productions",$12.7M
2020/12/25,-,Monster Hunter,"$1,925,986","1,817","$1,060","$5,018,403","Fantasy, Adventure, Action",English,Paul W.S. Anderson,"Dec 18, 2020",1h 43m,"Sony Pictures Entertainment, Screen Gems","Tencent Pictures, Constantin Film, Capcom, Impact Pictures, Toho Company",$15.1M
2020/12/25,-,Promising Young Woman,"$1,208,180","1,310",$922,"$1,208,180","Comedy, Mystery & thriller",English,Emerald Fennell,"Dec 25, 2020",1h 53m,Focus Features,"FilmNation Entertainment, LuckyChap Entertainment, Focus Features",$6.4M
2020/12/25,-,Fatale,"$1,086,611","1,168",$930,"$2,388,133","Mystery & thriller, Drama",English,Deon Taylor,"Dec 18, 2020",1h 43m,Lionsgate Films,Hidden Empire Film Group,$6.3M
2020/12/25,-,Pinocchio,"$488,838",786,$622,"$488,838","Kids & family, Fantasy",Italian,Roberto Benigni,"Dec 25, 2002",1h 48m,Miramax Films,Melampo Cinematografica,$3.7M
2020/12/25,-,The War with Grandpa,"$284,436",515,$552,"$18,702,194",Comedy,English,Tim Hill,"Oct 9, 2020",1h 34m,101 Studios,"TRI G, Dimension Films, Emmett/Furla/Oasis Films, Marro Films, West Madison Entertainment",$21.3M
2020/12/25,-,Elf,"$115,000",300,$383,"$175,506,840","Kids & family, Holiday, Comedy, Fantasy",English,Jon Favreau,"Nov 7, 2003",1h 37m,New Line Cinema,"Guy Walks into a Bar Productions, Gold/Miller Productions, Shawn Danielle Production Services, Mosaic Media Group",$177.1M
2020/12/25,-,Freaky,"$91,965",255,$361,"$8,702,060","Horror, Comedy",English,Christopher Landon,"Nov 13, 2020",1h 41m,Universal Pictures,Blumhouse Productions,$9.0M
2020/12/25,-,National Lampoon’s Christmas Vacation,"$91,000",300,$303,"$71,815,546","Holiday, Comedy",English,Jeremiah S. Chechik,"Dec 1, 1989",1h 37m,Warner Bros.,"Warner Brothers, Hughes Entertainment",$70.0M
2020/12/25,-,Come Play,"$78,090",123,$635,"$9,505,540","Horror, Mystery & thriller",English,Jacob Chase,"Oct 30, 2020",1h 36m,Focus Features,"The Picture Company, Participant Media, Reliance Entertainment, Amblin Entertainment",$10.5M
2020/12/25,-,Half Brothers,"$61,505",186,$331,"$2,016,150","Comedy, Drama",English,Christoph Lehmann,"Sep 21, 2018",1h 37m,Parade Deck Films,,$1.1K
2020/12/25,-,The Polar Express,"$60,000",220,$273,"$184,401,445","Kids & family, Holiday, Fantasy, Animation",English,Robert Zemeckis,"Nov 10, 2004",1h 40m,"Warner Bros. Pictures, Castle Rock","Universal CGI, Playtone Productions, ImageMovers, Warner Brothers, Castle Rock Entertainment, Golden Mean",$125.9M
2020/12/25,-,Tenet,"$44,051",116,$380,"$58,044,165","Action, Sci-fi, Mystery & thriller",English,Christopher Nolan,"Sep 3, 2020",2h 30m,Warner Bros. Pictures,"Syncopy, Warner Bros. Pictures",$58.1M
2020/12/25,-,All My Life,"$23,840",133,$179,"$899,585","Drama, Romance",English,Marc Meyers,"Dec 4, 2020",1h 33m,Universal Pictures,"Broken Road Productions, Universal Pictures, Perfect World Pictures",$909.9K
2020/12/25,-,Always & Forever,"$18,674",2,"$9,337","$129,864",Romance,English,Kevin Connor,,1h 26m,,Larry Levinson Productions,
2020/12/25,-,Let Him Go,"$12,315",54,$228,"$9,347,940","Drama, Mystery & thriller",English,Thomas Bezucha,"Nov 6, 2020",1h 54m,Focus Features,Mazur / Kaplan Company,$9.4M
2020/12/25,-,Archenemy,"$11,003",2,"$5,502","$96,828","Action, Mystery & thriller",English,Adam Egypt Mortimer,"Dec 11, 2020",1h 30m,RLJE Films,"Almost Never Films Inc., Metrol Technology, SpectreVision, Legion M, Head Gear Films, 3:59",$119.4K
2020/12/25,-,The Forgotten Carols,"$9,243",48,$193,"$500,692","Music, Kids & family, Musical",English,Christy Summerhays,"Nov 20, 2020",2h 10m,Purdie Distribution,Shining Star Entertainment,
