,FCLTY_NM,EVENT_SDIV_NM,EVENT_NM,RENTLSPCE_BEGIN_DE,RENTLSPCE_END_DE,REQST_EVENT_NMPR_CO,EXCCLC_EVENT_NMPR_CO,ISE_ELSE_FLAG_NM,USE_DAY_CO,WEEKDAY_BEGIN,WEEKDAY_END,WEEKEND,HOLIDAY,YEAR_END,BEGIN_AVG_WEEKDAY,END_AVG_WEEKDAY,AVG_MONTH,년도,월,계절,텍스트,유사공연_가중평균
845,뮤즈라이브,문화예술행사,버든색소폰 콘서트,2018-06-29,2018-06-29,237,176,내부,1,4,4,0,0,0,9870.415686,2788.224138,6191.480392,2018년,6월,여름,뮤즈라이브 문화예술행사 버든색소폰 콘서트 2018년 6월 여름 내부,245.9943172
846,핸드볼경기장,체육행사,제18회 한화생명배 세계어린이 국수전 서울예선,2018-07-01,2018-07-01,600,1000,내부,1,6,6,1,0,0,4671.767123,9046.74234,6792.970874,2018년,7월,여름,핸드볼경기장 체육행사 제18회 한화생명배 세계어린이 국수전 서울예선 2018년 7월 여름 내부,1141.119574
847,올림픽홀,문화예술행사,2018 미스코리아선발대회,2018-07-04,2018-07-04,2500,850,내부,1,2,2,0,0,0,4465.204819,5102.242857,6792.970874,2018년,7월,여름,올림픽홀 문화예술행사 2018 미스코리아선발대회 2018년 7월 여름 내부,4740.228619
848,올림픽홀,문화예술행사,2018 자우림 정규앨범 발매 기념콘서트 (가제),2018-07-07,2018-07-08,6000,5050,내부,2,5,6,1,0,0,6682.392273,9046.74234,6792.970874,2018년,7월,여름,올림픽홀 문화예술행사 2018 자우림 정규앨범 발매 기념콘서트 (가제) 2018년 7월 여름 내부,4298.683053
849,K-아트홀,대중공연,CNBLUE 이정신 팬미팅,2018-07-08,2018-07-08,389,366,내부,1,6,6,1,0,0,4671.767123,9046.74234,6792.970874,2018년,7월,여름,K-아트홀 대중공연 CNBLUE 이정신 팬미팅 2018년 7월 여름 내부,727.3349077
850,뮤즈라이브,문화예술행사,젤리피쉬 소속 아티스트 앨범 기자 쇼케이스,2018-07-10,2018-07-10,200,180,내부,1,1,1,0,0,0,5544.786885,6651.4375,6792.970874,2018년,7월,여름,뮤즈라이브 문화예술행사 젤리피쉬 소속 아티스트 앨범 기자 쇼케이스 2018년 7월 여름 내부,205.6772516
851,핸드볼경기장,체육행사,제31회 한국사회인 검도대회,2018-07-13,2018-07-14,2000,1500,내부,2,4,5,1,0,0,9870.415686,3467.288401,6792.970874,2018년,7월,여름,핸드볼경기장 체육행사 제31회 한국사회인 검도대회 2018년 7월 여름 내부,1059.082283
852,K-아트홀,대중공연,2018 장덕철 콘서트,2018-07-14,2018-07-15,820,593,내부,2,5,6,1,0,0,6682.392273,9046.74234,6792.970874,2018년,7월,여름,올림픽홀 문화예술행사 볼빨간사춘기 앨범발매 기념콘서트 2018년 7월 여름 내부,3363.188905
853,올림픽홀,문화예술행사,볼빨간사춘기 앨범발매 기념콘서트,2018-07-14,2018-07-15,6000,4798,내부,2,5,6,1,0,0,6682.392273,9046.74234,6792.970874,2018년,7월,여름,K-아트홀 대중공연 2018 장덕철 콘서트 2018년 7월 여름 내부,951.3060952
854,핸드볼경기장,문화예술행사,2018 지니 뮤직 페스티벌,2018-07-21,2018-07-21,4500,5365,내부,1,5,5,1,0,0,6682.392273,3467.288401,6792.970874,2018년,7월 8월,,올림픽홀 문화예술행사 뮤지컬 공룡메카드 2018년 7월 8월  내부,2731.508083
855,올림픽홀,문화예술행사,뮤지컬 공룡메카드,2018-07-21,2018-08-15,40000,43398,내부,26,5,2,1,1,0,6682.392273,5102.242857,6792.970874,2018년,7월 8월 9월,,우리금융아트홀 문화예술행사 파워레인저 2018년 7월 8월 9월  내부,8231.199342
856,우리금융아트홀,문화예술행사,파워레인저,2018-07-21,2018-09-02,12000,13791,내부,44,5,6,1,1,0,6682.392273,9046.74234,6792.970874,2018년,7월,여름,핸드볼경기장 문화예술행사 2018 지니 뮤직 페스티벌 2018년 7월 여름 내부,9605.940298
857,뮤즈라이브,문화예술행사,셀럽티비 '라이브데이 3회' 공개방송,2018-07-26,2018-07-26,200,88,내부,1,3,3,0,0,0,15796.44595,3046.842105,6792.970874,2018년,7월,여름,뮤즈라이브 문화예술행사 셀럽티비 '라이브데이 3회' 공개방송 2018년 7월 여름 내부,172.6235037
858,KSPO DOME(체조경기장),문화예술행사,2018 밥 딜런 내한공연,2018-07-27,2018-07-27,9000,3837,내부,1,4,4,0,0,0,9870.415686,2788.224138,6792.970874,2018년,7월,여름,핸드볼경기장 문화예술행사 사운드 시티 Sound City (가제) 2018년 7월 여름 내부,5650.941143
859,핸드볼경기장,문화예술행사,사운드 시티 Sound City (가제),2018-07-27,2018-07-29,6000,4260,내부,3,4,6,1,0,0,9870.415686,9046.74234,6792.970874,2018년,7월,여름,KSPO DOME(체조경기장) 문화예술행사 2018 밥 딜런 내한공연 2018년 7월 여름 내부,6735.407389
860,뮤즈라이브,문화예술행사,Re:alive Concert,2018-07-28,2018-07-28,200,193,내부,1,5,5,1,0,0,6682.392273,3467.288401,6792.970874,2018년,7월,여름,K-아트홀 순수예술공연 상주단체공연 <소리도> 2018년 7월 여름 내부,1775.195146
861,K-아트홀,순수예술공연,상주단체공연 <소리도>,2018-07-28,2018-07-28,300,547,내부,1,5,5,1,0,0,6682.392273,3467.288401,6792.970874,2018년,7월,여름,뮤즈라이브 문화예술행사 Re:alive Concert 2018년 7월 여름 내부,2772.369515
862,뮤즈라이브,문화예술행사,바리톤김주택 생일파티,2018-07-29,2018-07-29,237,220,내부,1,6,6,1,0,0,4671.767123,9046.74234,6792.970874,2018년,7월,여름,뮤즈라이브 문화예술행사 바리톤김주택 생일파티 2018년 7월 여름 내부,176.6735524
863,핸드볼경기장,문화예술행사,레드벨벳 콘서트,2018-08-04,2018-08-05,8000,9517,내부,2,5,6,1,0,0,6682.392273,9046.74234,7725.131868,2018년,8월,여름,핸드볼경기장 문화예술행사 레드벨벳 콘서트 2018년 8월 여름 내부,6894.117526
864,핸드볼경기장,체육행사,2018 자카르타팔렘방하계아시아경기대회 대한민국 선수단 결단식,2018-08-07,2018-08-07,700,700,내부,1,1,1,0,0,0,5544.786885,6651.4375,7725.131868,2018년,8월,여름,핸드볼경기장 체육행사 2018 자카르타팔렘방하계아시아경기대회 대한민국 선수단 결단식 2018년 8월 여름 내부,4621.544624
865,KSPO DOME(체조경기장),문화예술행사,2018 BTOB 콘서트,2018-08-10,2018-08-12,39000,25154,내부,3,4,6,1,0,0,9870.415686,9046.74234,7725.131868,2018년,8월,여름,KSPO DOME(체조경기장) 문화예술행사 2018 BTOB 콘서트 2018년 8월 여름 내부,11870.69398
866,핸드볼보조경기장,체육행사,2018년 청소년맞춤형프로그램 지도자워크숍,2018-08-10,2018-08-10,300,70,내부,1,4,4,0,0,0,9870.415686,2788.224138,7725.131868,2018년,8월,여름,핸드볼보조경기장 체육행사 2018년 청소년맞춤형프로그램 지도자워크숍 2018년 8월 여름 내부,1501.070724
867,핸드볼경기장,문화예술행사,ZICO 1st CONCERT,2018-08-11,2018-08-12,8400,8259,내부,2,5,6,1,0,0,6682.392273,9046.74234,7725.131868,2018년,8월,여름,핸드볼경기장 문화예술행사 ZICO 1st CONCERT 2018년 8월 여름 내부,8052.138865
868,K-아트홀,문화예술행사,댕댕컨퍼런스,2018-08-11,2018-08-12,900,490,내부,2,5,6,1,0,0,6682.392273,9046.74234,7725.131868,2018년,8월,여름,K-아트홀 문화예술행사 댕댕컨퍼런스 2018년 8월 여름 내부,3715.791244
869,핸드볼경기장,문화예술행사,제4회 한국청년대회 (Korea Youth Day) 청년 콘서트,2018-08-14,2018-08-14,5000,1700,내부,1,1,1,0,0,0,5544.786885,6651.4375,7725.131868,2018년,8월,여름,핸드볼경기장 문화예술행사 제4회 한국청년대회 (Korea Youth Day) 청년 콘서트 2018년 8월 여름 내부,4716.507104
870,올림픽홀,대중공연,노엘갤러거 하이플라잉버즈 내한공연,2018-08-16,2018-08-16,4000,4280,내부,1,3,3,0,0,0,15796.44595,3046.842105,7725.131868,2018년,8월,여름,올림픽홀 대중공연 노엘갤러거 하이플라잉버즈 내한공연 2018년 8월 여름 내부,2698.571228
871,핸드볼경기장,문화예술행사,2018 마마무(MAMAMOO) LIVE CONCERT,2018-08-18,2018-08-19,10000,8785,내부,2,5,6,1,0,0,6682.392273,9046.74234,7725.131868,2018년,8월,여름,KSPO DOME(체조경기장) 문화예술행사 2018 iKON CONCERT & WINNER CONCERT 2018년 8월 여름 내부,20156.96649
872,KSPO DOME(체조경기장),문화예술행사,2018 iKON CONCERT & WINNER CONCERT,2018-08-18,2018-08-19,20000,18858,내부,2,5,6,1,0,0,6682.392273,9046.74234,7725.131868,2018년,8월,여름,핸드볼경기장 문화예술행사 2018 마마무(MAMAMOO) LIVE CONCERT 2018년 8월 여름 내부,7941.148649
873,올림픽홀,대중공연,이달의 소녀 데뷔콘서트,2018-08-19,2018-08-19,5000,1710,내부,1,6,6,1,0,0,4671.767123,9046.74234,7725.131868,2018년,8월,여름,올림픽홀 대중공연 이달의 소녀 데뷔콘서트 2018년 8월 여름 내부,3059.896746
874,K-아트홀,문화예술행사,2018 범주&레이나 콘서트 “남과 여”,2018-08-25,2018-08-26,760,1000,내부,2,5,6,1,0,0,6682.392273,9046.74234,7725.131868,2018년,8월,여름,핸드볼경기장 문화예술행사 몬스타엑스 월드투어 앵콜콘서트 2018년 8월 여름 내부,7980.347236
875,핸드볼경기장,문화예술행사,몬스타엑스 월드투어 앵콜콘서트,2018-08-25,2018-08-26,6850,6580,내부,2,5,6,1,0,0,6682.392273,9046.74234,7725.131868,2018년,8월,여름,K-아트홀 문화예술행사 2018 범주&레이나 콘서트 “남과 여” 2018년 8월 여름 내부,2112.710006
876,KSPO DOME(체조경기장),문화예술행사,소리바다 2018 k-뮤직어워즈&샤이니 6번째 콘서트,2018-08-30,2018-09-02,20000,36408,내부,4,3,6,1,0,0,15796.44595,9046.74234,7725.131868,2018년,8월 9월,,KSPO DOME(체조경기장) 문화예술행사 소리바다 2018 k-뮤직어워즈&샤이니 6번째 콘서트 2018년 8월 9월  내부,16584.59075
877,평화의광장,공공행사,2018 스포츠재능나눔(페스티벌),2018-09-01,2018-09-01,3000,3000,외부,1,5,5,1,0,0,6682.392273,3467.288401,5362.772727,2018년,9월,가을,평화의광장 공공행사 2018 스포츠재능나눔(페스티벌) 2018년 9월 가을 외부,4383.08356
878,핸드볼경기장,체육행사,2018 문화체육관광부장관배 전국학생 바둑대회,2018-09-02,2018-09-02,600,1000,내부,1,6,6,1,0,0,4671.767123,9046.74234,5362.772727,2018년,9월,가을,핸드볼경기장 체육행사 2018 문화체육관광부장관배 전국학생 바둑대회 2018년 9월 가을 내부,4950.629233
879,올림픽홀,대중공연,엘리골딩 첫 내한공연,2018-09-06,2018-09-06,2800,1250,내부,1,3,3,0,0,0,15796.44595,3046.842105,5362.772727,2018년,9월,가을,K-아트홀 순수예술공연 상주단체공연 <골목길 햄릿> 2018년 9월 가을 내부,1494.715288
880,K-아트홀,순수예술공연,상주단체공연 <골목길 햄릿>,2018-09-06,2018-09-09,300,1173,내부,4,3,6,1,0,0,15796.44595,9046.74234,5362.772727,2018년,9월,가을,올림픽홀 대중공연 엘리골딩 첫 내한공연 2018년 9월 가을 내부,2754.025481
881,뮤즈라이브,문화예술행사,Play the Guitar,2018-09-08,2018-09-08,200,130,내부,1,5,5,1,0,0,6682.392273,3467.288401,5362.772727,2018년,9월,가을,KSPO DOME(체조경기장) 문화예술행사 서울올림픽30주년기념 열린음악회 2018년 9월 가을 내부,15843.14288
882,핸드볼경기장,문화예술행사,2018 여자친구 단독콘서트,2018-09-08,2018-09-09,8200,5672,내부,2,5,6,1,0,0,6682.392273,9046.74234,5362.772727,2018년,9월,가을,핸드볼경기장 문화예술행사 2018 여자친구 단독콘서트 2018년 9월 가을 내부,6406.939499
883,올림픽홀,대중공연,MAYDAY의  첫 내한공연,2018-09-08,2018-09-08,2800,2810,내부,1,5,5,1,0,0,6682.392273,3467.288401,5362.772727,2018년,9월,가을,올림픽홀 대중공연 MAYDAY의  첫 내한공연 2018년 9월 가을 내부,2346.404031
884,KSPO DOME(체조경기장),문화예술행사,서울올림픽30주년기념 열린음악회,2018-09-08,2018-09-08,10000,10000,내부,1,5,5,1,0,0,6682.392273,3467.288401,5362.772727,2018년,9월,가을,뮤즈라이브 문화예술행사 Play the Guitar 2018년 9월 가을 내부,486.0641367
885,88잔디마당,문화예술행사,2018 크레디아 파크콘서트,2018-09-09,2018-09-09,10000,11623,외부,1,6,6,1,0,0,4671.767123,9046.74234,5362.772727,2018년,9월,가을,88잔디마당 문화예술행사 2018 크레디아 파크콘서트 2018년 9월 가을 외부,10614.22159
886,핸드볼경기장,문화예술행사,FEVER FESTIVAL 2018,2018-09-14,2018-09-14,7500,3618,내부,1,4,4,0,0,0,9870.415686,2788.224138,5362.772727,2018년,9월,가을,핸드볼경기장 문화예술행사 FEVER FESTIVAL 2018 2018년 9월 가을 내부,6547.1266
887,뮤즈라이브,문화예술행사,"레트로펑키 첫 단독 콘서트 <1:AM, I’AM>",2018-09-15,2018-09-15,180,140,내부,1,5,5,1,0,0,6682.392273,3467.288401,5362.772727,2018년,9월,가을,올림픽홀 대중공연 2018 스타팩 콘서트 - 성시경 콘서트 2018년 9월 가을 내부,4752.131528
888,올림픽홀,대중공연,2018 스타팩 콘서트 - 성시경 콘서트,2018-09-15,2018-09-15,2800,2564,내부,1,5,5,1,0,0,6682.392273,3467.288401,5362.772727,2018년,9월,가을,"뮤즈라이브 문화예술행사 레트로펑키 첫 단독 콘서트 <1:AM, I’AM> 2018년 9월 가을 내부",186.5856326
889,뮤즈라이브,문화예술행사,Sprit Fingers(가제),2018-09-20,2018-09-20,180,119,내부,1,3,3,0,0,0,15796.44595,3046.842105,5362.772727,2018년,9월,가을,뮤즈라이브 문화예술행사 Sprit Fingers(가제) 2018년 9월 가을 내부,176.0274589
890,핸드볼경기장,체육행사,2018 코리아오픈 배드민턴 대회,2018-09-21,2018-09-30,5500,6120,내부,10,4,6,1,1,0,9870.415686,9046.74234,5362.772727,2018년,9월,가을,핸드볼경기장 체육행사 2018 코리아오픈 배드민턴 대회 2018년 9월 가을 내부,4786.604626
891,88호수수변무대,문화예술행사,2018 이승환 차카게살자 (가제),2018-09-29,2018-09-29,1100,1152,외부,1,5,5,1,0,0,6682.392273,3467.288401,5362.772727,2018년,9월,가을,KSPO DOME(체조경기장) 문화예술행사 싸이 X 비 콘서트 2018년 9월 가을 내부,20795.00502
892,올림픽홀,대중공연,2018 MXM 1st CONCERT,2018-09-29,2018-09-30,5000,3372,내부,2,5,6,1,0,0,6682.392273,9046.74234,5362.772727,2018년,9월,가을,올림픽홀 대중공연 2018 MXM 1st CONCERT 2018년 9월 가을 내부,4006.904592
893,KSPO DOME(체조경기장),문화예술행사,싸이 X 비 콘서트,2018-09-29,2018-09-29,14000,10201,내부,1,5,5,1,0,0,6682.392273,3467.288401,5362.772727,2018년,9월,가을,88호수수변무대 문화예술행사 2018 이승환 차카게살자 (가제) 2018년 9월 가을 외부,5877.472228
894,KSPO DOME(체조경기장),문화예술행사,SHINHWA 20years Anniversary Concert ‘HEART BEATS’  (가제),2018-10-06,2018-10-07,24000,22345,내부,2,5,6,1,0,0,6682.392273,9046.74234,10281.05325,2018년,10월,가을,88잔디마당 문화예술행사 SLOW LIFE SLOW LIVE 2018(슬로우 라이프 슬로우 라이브 2018) 2018년 10월 가을 외부,8606.563777
895,만남의광장,공공행사,제4회제주농어촌체험페스티벌,2018-10-06,2018-10-07,4000,4000,외부,2,5,6,1,0,0,6682.392273,9046.74234,10281.05325,2018년,10월,가을,KSPO DOME(체조경기장) 문화예술행사 SHINHWA 20years Anniversary Concert ‘HEART BEATS’  (가제) 2018년 10월 가을 내부,24080.72955
896,88잔디마당,문화예술행사,SLOW LIFE SLOW LIVE 2018(슬로우 라이프 슬로우 라이브 2018),2018-10-06,2018-10-07,18200,1824,외부,2,5,6,1,0,0,6682.392273,9046.74234,10281.05325,2018년,10월,가을,핸드볼경기장 문화예술행사 SLOW LIFE SLOW LIVE 2018(슬로우 라이프 슬로우 라이브 2018) 2018년 10월 가을 내부,8451.219982
897,핸드볼경기장,문화예술행사,SLOW LIFE SLOW LIVE 2018(슬로우 라이프 슬로우 라이브 2018),2018-10-06,2018-10-07,18200,1824,내부,2,5,6,1,0,0,6682.392273,9046.74234,10281.05325,2018년,10월,가을,만남의광장 공공행사 제4회제주농어촌체험페스티벌 2018년 10월 가을 외부,16212.96674
898,올림픽홀,대중공연,막심므라비차와 막심 밴드 크로스오버 콘서트,2018-10-07,2018-10-07,2000,1710,내부,1,6,6,1,0,0,4671.767123,9046.74234,10281.05325,2018년,10월,가을,올림픽홀 대중공연 막심므라비차와 막심 밴드 크로스오버 콘서트 2018년 10월 가을 내부,2592.218
899,K-아트홀,순수예술공연,국악단 소리개의 <길> (가제),2018-10-10,2018-10-11,369,553,내부,2,2,3,0,0,0,4465.204819,3046.842105,10281.05325,2018년,10월,가을,K-아트홀 순수예술공연 국악단 소리개의 <길> (가제) 2018년 10월 가을 내부,1098.492696
900,피크닉광장,공공행사,임산부의 날 임산부 건강 걷기,2018-10-10,2018-10-10,300,300,외부,1,2,2,0,0,0,4465.204819,5102.242857,10281.05325,2018년,10월,가을,피크닉광장 공공행사 임산부의 날 임산부 건강 걷기 2018년 10월 가을 외부,1291.784461
901,올림픽홀,대중공연,흉소프레소콘서트,2018-10-12,2018-10-12,1500,1520,내부,1,4,4,0,0,0,9870.415686,2788.224138,10281.05325,2018년,10월,가을,올림픽홀 대중공연 흉소프레소콘서트 2018년 10월 가을 내부,3136.126534
902,올림픽홀,대중공연,은희 컴백콘서트 with 이동원,2018-10-13,2018-10-13,2500,529,내부,1,5,5,1,0,0,6682.392273,3467.288401,10281.05325,2018년,10월,가을,KSPO DOME(체조경기장) 문화예술행사 2018 SECHSKIES CONCERT 2018년 10월 가을 내부,22167.53493
903,KSPO DOME(체조경기장),문화예술행사,2018 SECHSKIES CONCERT,2018-10-13,2018-10-14,24000,12843,내부,2,5,6,1,0,0,6682.392273,9046.74234,10281.05325,2018년,10월,가을,올림픽홀 대중공연 은희 컴백콘서트 with 이동원 2018년 10월 가을 내부,2678.772515
904,우리금융아트홀,문화예술행사,어린이 뮤지컬 '엄마 까투리' 시즌2,2018-10-19,2018-11-04,30000,22988,내부,17,4,6,1,0,0,9870.415686,9046.74234,10281.05325,2018년,10월 11월,,우리금융아트홀 문화예술행사 어린이 뮤지컬 '엄마 까투리' 시즌2 2018년 10월 11월  내부,13221.23953
905,피크닉광장,공공행사,체육대회,2018-10-19,2018-10-19,80,100,외부,1,4,4,0,0,0,9870.415686,2788.224138,10281.05325,2018년,10월,가을,피크닉광장 공공행사 체육대회 2018년 10월 가을 외부,15222.35659
906,핸드볼경기장,문화예술행사,그랜드 민트 페스티벌 2018,2018-10-20,2018-10-21,11000,13508,내부,2,5,6,1,0,0,6682.392273,9046.74234,10281.05325,2018년,10월,가을,88잔디마당 문화예술행사 그랜드 민트 페스티벌 2018 2018년 10월 가을 외부,9975.158
907,기타,공공행사,제6회 책 읽는 송파 북 페스티벌,2018-10-20,2018-10-21,2500,2500,외부,2,5,6,1,0,0,6682.392273,9046.74234,10281.05325,2018년,10월,가을,핸드볼경기장 문화예술행사 그랜드 민트 페스티벌 2018 2018년 10월 가을 내부,7106.88814
908,KSPO DOME(체조경기장),문화예술행사,그랜드 민트 페스티벌 2018,2018-10-20,2018-10-21,10000,8000,내부,2,5,6,1,0,0,6682.392273,9046.74234,10281.05325,2018년,10월,가을,KSPO DOME(체조경기장) 문화예술행사 그랜드 민트 페스티벌 2018 2018년 10월 가을 내부,18349.79678
